donor_id,donor_name,biological_sex,age,full_genotype
331294,Vip-IRES-Cre;Ai14-331294,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
331663,Sst-IRES-Cre;Ai14-331663,F,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
331660,Sst-IRES-Cre;Ai14-331660,M,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
331657,Sst-IRES-Cre;Ai14-331657,M,P60,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
336703,Vip-IRES-Cre;Ai14-336703,M,P51,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
336139,Vip-IRES-Cre;Ai14-336139,M,P54,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
337417,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-337417,M,P55,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
337416,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-337416,M,P56,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
342915,Vip-IRES-Cre;Ai14-342915,M,P47,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
341889,Chat-IRES-Cre-neo;Ai14-341889,F,P54,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
341890,Chat-IRES-Cre-neo;Ai14-341890,F,P55,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
341891,Chat-IRES-Cre-neo;Ai14-341891,F,P56,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
344090,Pvalb-IRES-Cre;Ai14-344090,F,P51,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346778,Sst-IRES-Cre;Ai14-346778,M,P49,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346780,Sst-IRES-Cre;Ai14-346780,M,P50,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346782,Sst-IRES-Cre;Ai14-346782,F,P51,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346783,Sst-IRES-Cre;Ai14-346783,F,P52,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346784,Sst-IRES-Cre;Ai14-346784,F,P53,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
346909,Sst-IRES-Cre;Ai14-346909,M,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347064,Chrna2-Cre_OE25;Ai14-347064,F,P55,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
348727,Vip-IRES-Cre;Ai14-348727,M,P48,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347157,Oxtr-T2A-Cre;Ai14-347157,F,P56,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
349020,Htr3a-Cre_NO152;Ai14-349020,M,P47,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
347843,Htr3a-Cre_NO152;Ai14-347843,M,P53,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
347579,Pvalb-IRES-Cre;Ai14-347579,F,P54,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
348725,Vip-IRES-Cre;Ai14-348725,M,P50,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347159,Oxtr-T2A-Cre;Ai14-347159,F,P58,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
349007,Rorb-IRES2-Cre;Ai14-349007,M,P48,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
349028,Pvalb-IRES-Cre;Ai14-349028,M,P51,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347203,Slc32a1-IRES-Cre;Ai14-347203,M,P60,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347204,Slc32a1-IRES-Cre;Ai14-347204,F,P61,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
351462,Vip-IRES-Cre;Ai14-351462,F,P43,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
347205,Slc32a1-IRES-Cre;Ai14-347205,F,P62,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
348997,Slc32a1-IRES-Cre;Ai14-348997,M,P54,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
348998,Slc32a1-IRES-Cre;Ai14-348998,M,P55,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
351458,Vip-IRES-Cre;Ai14-351458,M,P45,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
350671,Gad2-IRES-Cre;Ai14-350671,F,P46,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
350672,Gad2-IRES-Cre;Ai14-350672,F,P49,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
351067,Chrna2-Cre_OE25;Ai14-351067,M,P46,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
350674,Gad2-IRES-Cre;Ai14-350674,F,P50,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
351070,Chrna2-Cre_OE25;Ai14-351070,F,P47,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
351470,Oxtr-T2A-Cre;Ai14-351470,M,P47,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
351471,Oxtr-T2A-Cre;Ai14-351471,M,P48,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
350938,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-350938,F,P49,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
350675,Gad2-IRES-Cre;Ai14-350675,F,P51,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
350676,Gad2-IRES-Cre;Ai14-350676,F,P52,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
351472,Oxtr-T2A-Cre;Ai14-351472,F,P49,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
351473,Oxtr-T2A-Cre;Ai14-351473,F,P50,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
351080,Chrna2-Cre_OE25;Ai14-351080,M,P50,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
351990,Gad2-IRES-Cre;Ai14-351990,F,P46,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
353735,Ndnf-IRES2-dgCre;Ai14-353735,M,P39,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
352686,Gad2-IRES-Cre;Ai14-352686,M,P45,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
354376,Vip-IRES-Cre;Ai14-354376,M,P35,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
354378,Vip-IRES-Cre;Ai14-354378,M,P36,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
352688,Gad2-IRES-Cre;Ai14-352688,M,P46,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
353737,Ndnf-IRES2-dgCre;Ai14-353737,M,P40,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
355068,Vip-IRES-Cre;Ai14-355068,F,P36,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
355066,Vip-IRES-Cre;Ai14-355066,M,P37,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
353740,Ndnf-IRES2-dgCre;Ai14-353740,F,P42,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
352690,Gad2-IRES-Cre;Ai14-352690,F,P49,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
353427,Pdyn-T2A-CreERT2;Ai14-353427,M,P47,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
355016,Chrna2-Cre_OE25;Ai14-355016,M,P39,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
355017,Chrna2-Cre_OE25;Ai14-355017,M,P40,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
353887,Pdyn-T2A-CreERT2;Ai14-353887,M,P46,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
353430,Pdyn-T2A-CreERT2;Ai14-353430,M,P49,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
353543,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-353543,F,P49,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
355475,Chrna2-Cre_OE25;Ai14-355475,M,P39,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
355060,Nr5a1-Cre;Ai14-355060,F,P42,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt
353884,Pdyn-T2A-CreERT2;Ai14-353884,M,P48,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
353653,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-353653,F,P50,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
355476,Chrna2-Cre_OE25;Ai14-355476,F,P40,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
355477,Chrna2-Cre_OE25;Ai14-355477,F,P41,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
355478,Chrna2-Cre_OE25;Ai14-355478,F,P41,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
355222,Ndnf-IRES2-dgCre;Ai14-355222,M,P45,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
355223,Ndnf-IRES2-dgCre;Ai14-355223,M,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
355295,Oxtr-T2A-Cre;Ai14-355295,M,P45,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
354958,Slc32a1-IRES-Cre;Ai14-354958,M,P47,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
355230,Ndnf-IRES2-dgCre;Ai14-355230,F,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
355894,Rorb-IRES2-Cre;Ai14-355894,F,P43,Rorb-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
355585,Htr3a-Cre_NO152;Ai14-355585,M,P45,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
355224,Ndnf-IRES2-dgCre;Ai14-355224,M,P47,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
354959,Slc32a1-IRES-Cre;Ai14-354959,F,P48,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
355586,Htr3a-Cre_NO152;Ai14-355586,M,P46,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
355298,Oxtr-T2A-Cre;Ai14-355298,F,P47,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
355226,Ndnf-IRES2-dgCre;Ai14-355226,F,P48,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
354960,Slc32a1-IRES-Cre;Ai14-354960,F,P49,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
355591,Htr3a-Cre_NO152;Ai14-355591,F,P47,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
355228,Ndnf-IRES2-dgCre;Ai14-355228,F,P49,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
354751,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-354751-Ai65,M,P54,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
356148,Chrna2-Cre_OE25;Ai14-356148,M,P46,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
357010,Rbp4-Cre_KL100;Ai14-357010,F,P42,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt
354752,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-354752-Ai65,F,P55,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
356149,Chrna2-Cre_OE25;Ai14-356149,M,P47,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
357929,Sst-IRES-Cre;Ai14-357929,M,P45,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357944,Pvalb-IRES-Cre;Ai14-357944,F,P45,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357945,Pvalb-IRES-Cre;Ai14-357945,F,P46,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357671,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-357671,F,P48,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
357930,Sst-IRES-Cre;Ai14-357930,F,P47,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357946,Pvalb-IRES-Cre;Ai14-357946,F,P47,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357931,Sst-IRES-Cre;Ai14-357931,F,P48,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
357932,Sst-IRES-Cre;Ai14-357932,F,P49,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
358733,Vip-IRES-Cre;Ai14-358733,M,P47,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
358735,Vip-IRES-Cre;Ai14-358735,M,P47,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
358736,Vip-IRES-Cre;Ai14-358736,M,P48,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
360215,Vip-IRES-Cre;Ai14-360215,F,P48,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
359332,Pvalb-IRES-Cre;Ai14-359332,M,P45,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
358882,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-358882-Ai65,F,P48,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
358898,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-358898,F,P48,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
359335,Pvalb-IRES-Cre;Ai14-359335,F,P45,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
359503,Vip-IRES-Cre;Ai14-359503,M,P45,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
358881,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-358881-Ai65,M,P49,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
358897,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-358897,F,P49,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
359343,Oxtr-T2A-Cre;Ai14-359343,M,P47,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
359342,Oxtr-T2A-Cre;Ai14-359342,M,P50,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt
359509,Vip-IRES-Cre;Ai14-359509,M,P51,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
359337,Pvalb-IRES-Cre;Ai14-359337,F,P58,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
361706,Ndnf-IRES2-dgCre;Ai14-361706,F,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
361705,Ndnf-IRES2-dgCre;Ai14-361705,M,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
362360,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-362360,F,P42,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
362355,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-362355,M,P43,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
362153,Gad2-IRES-Cre;Ai14-362153,F,P44,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
362357,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-362357,M,P43,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
362155,Rbp4-Cre_KL100;Ai14-362155,M,P46,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt
361703,Ndnf-IRES2-dgCre;Ai14-361703,M,P49,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
360614,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614,M,P54,Tac1-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
362150,Gad2-IRES-Cre;Ai14-362150,F,P49,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
362805,Chrna2-Cre_OE25;Ai14-362805,M,P45,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
360542,Vipr2-IRES2-Cre;Ai14-360542,F,P59,Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
362809,Chrna2-Cre_OE25;Ai14-362809,F,P46,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
359786,Vipr2-IRES2-Cre;Ai14-359786,M,P63,Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
362149,Gad2-IRES-Cre;Ai14-362149,M,P51,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt
362810,Chrna2-Cre_OE25;Ai14-362810,F,P48,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
362878,Cux2-CreERT2;Ai14-362878,M,P48,Cux2-CreERT2/wt;Ai14(RCL-tdT)/wt
362995,Chrna2-Cre_OE25;Ai14-362995,F,P48,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
362883,Cux2-CreERT2;Ai14-362883,F,P49,Cux2-CreERT2/wt;Ai14(RCL-tdT)/wt
359788,Vipr2-IRES2-Cre;Ai14-359788,F,P65,Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt
363968,Ndnf-IRES2-dgCre;Ai14-363968,M,P43,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
362806,Chrna2-Cre_OE25;Ai14-362806,M,P52,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
361253,Htr3a-Cre_NO152;Ai14-361253,M,P62,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
363973,Ndnf-IRES2-dgCre;Ai14-363973,F,P46,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
363961,Pdyn-T2A-CreERT2;Ai14-363961,F,P46,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
363949,Slc32a1-IRES2-FlpO;Ai65F-363949,F,P47,Slc32a1-IRES2-FlpO/wt;Ai65F/wt
363967,Ndnf-IRES2-dgCre;Ai14-363967,M,P47,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
361815,Ntsr1-Cre_GN220;Ai14-361815,M,P62,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt
363957,Pdyn-T2A-CreERT2;Ai14-363957,M,P50,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
363969,Ndnf-IRES2-dgCre;Ai14-363969,M,P50,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
363788,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-363788-Ai65,M,P51,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
363946,Slc32a1-IRES2-FlpO;Ai65F-363946,M,P54,Slc32a1-IRES2-FlpO/wt;Ai65F/wt
363633,Vip-IRES-Cre;Ai14-363633,M,P56,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
364559,Slc32a1-IRES-Cre;Ai14-364559,F,P51,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
364379,Chat-IRES-Cre-neo;Ai14-364379,M,P51,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
364380,Chat-IRES-Cre-neo;Ai14-364380,M,P52,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
364558,Slc32a1-IRES-Cre;Ai14-364558,M,P52,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt
364381,Chat-IRES-Cre-neo;Ai14-364381,F,P53,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
366659,Pdyn-T2A-CreERT2;Ai14-366659,M,P53,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
365769,Chat-IRES-Cre-neo;Ai14-365769,F,P57,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
366660,Pdyn-T2A-CreERT2;Ai14-366660,F,P54,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
366183,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183,F,P56,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
366034,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-366034,M,P58,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
367206,Nos1-CreERT2;Ai14-367206,M,P54,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
367940,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940,M,P52,Vipr2-IRES2-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
367169,Chrna2-Cre_OE25;Ai14-367169,M,P56,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
367630,Chat-IRES-Cre-neo;Ai14-367630,M,P53,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
367631,Chat-IRES-Cre-neo;Ai14-367631,M,P54,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
367714,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-367714,F,P54,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
366688,Vip-IRES-Cre;Ai14-366688,F,P60,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
367956,Pdyn-T2A-CreERT2;Ai14-367956,M,P53,Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt
367205,Nos1-CreERT2;Ai14-367205,M,P55,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
366689,Vip-IRES-Cre;Ai14-366689,F,P61,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
367171,Chrna2-Cre_OE25;Ai14-367171,F,P58,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
368792,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-368792,F,P55,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
367632,Chat-IRES-Cre-neo;Ai14-367632,F,P56,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
367633,Chat-IRES-Cre-neo;Ai14-367633,F,P57,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
367172,Chrna2-Cre_OE25;Ai14-367172,F,P60,Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt
367208,Nos1-CreERT2;Ai14-367208,F,P58,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt
368658,Htr3a-Cre_NO152;Ai14-368658,M,P55,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
368770,Sst-IRES-Cre;Ai14-368770,M,P56,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368659,Htr3a-Cre_NO152;Ai14-368659,M,P55,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
368553,Vip-IRES-Cre;Ai14-368553,M,P56,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368771,Sst-IRES-Cre;Ai14-368771,M,P57,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368852,Ndnf-IRES2-dgCre;Ai14-368852,M,P56,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
368853,Ndnf-IRES2-dgCre;Ai14-368853,F,P56,Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt
370041,Sst-IRES-Cre;Ai14-370041,F,P59,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
367634,Chat-IRES-Cre-neo;Ai14-367634,M,9 wks,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt
368545,Sst-IRES-Cre;Ai14-368545,M,P60,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
363501,Th-Cre_FI172;Ai14-363501,M,P87,Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt
365757,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO-365757-Ai65,F,P77,Slc17a8-IRES2-Cre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
368860,Htr3a-Cre_NO152;Ai14-368860,M,P61,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370362,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362,F,P53,Tac1-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
368549,Sst-IRES-Cre;Ai14-368549,F,P63,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368761,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-368761,M,P62,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt
368861,Htr3a-Cre_NO152;Ai14-368861,F,P62,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370735,Vip-IRES-Cre;Ai14-370735,M,P52,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
370680,Oxtr-T2A-Cre;Pvalb-T2A-FlpO;Ai65-370680,F,P53,Oxtr-T2A-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
368862,Htr3a-Cre_NO152;Ai14-368862,F,P63,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370501,Pvalb-IRES-Cre;Ai14-370501,M,P54,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368863,Htr3a-Cre_NO152;Ai14-368863,F,P63,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370683,Oxtr-T2A-Cre;Pvalb-T2A-FlpO;Ai65-370683,F,P54,Oxtr-T2A-Cre/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt
368864,Htr3a-Cre_NO152;Ai14-368864,F,P64,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370361,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370361,F,P57,Tac1-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt
370739,Vip-IRES-Cre;Ai14-370739,F,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
368865,Htr3a-Cre_NO152;Ai14-368865,F,P65,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt
370736,Vip-IRES-Cre;Ai14-370736,M,P55,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt
